ISSUANCEDATE,BONDS,SERIES,ACTUALTERMTOMATURITY,ORIGINALTERMTOMATURITY,REDEMTIONDATE,COUPON,OFFEREDQUANTITY,PURCHASEDQUANTITY,ADDITIONALPURCHASED,AVERAGEPRICE,CUTOFFPRICE,TOTALFUNDING,DEMANDEDAMOUNT,COVERRATIO,GROSSAVGYIELD,GROSSCUTOFFYIELD
10/14/2024 12:00:00 AM,ממשלתית צמודה,1197326,4,5,31/10/2028,1.1,550,550,0,102.05,101.92,561.28,1613,2.9,1.96,1.99
10/14/2024 12:00:00 AM,ממשלתית צמודה,1204379,9,10,31/10/2033,1.6,550,550,0,99.11,98.91,545.11,1109,2,2.26,2.28
10/14/2024 12:00:00 AM,ממשלתית בריבית משתנה,1205145,10.1,11,30/11/2034,4.17,550,550,0,94.66,94.63,520.63,2089,3.8,5,5
10/09/2024 00:00,ממשלתית,1194802,4.4,6,28/02/2029,3.75,159.7,156.5,-3.2,98.79,98.79,154.61,156.5,1,4.64,4.64
10/09/2024 00:00,ממשלתית,1202332,10.5,11,30/03/2035,4,192.5,75,-117.5,94.55,94.55,70.91,75,0.4,4.94,4.94
10/09/2024 00:00,ממשלתית,1203579,3,4,30/09/2027,3.75,139.7,98.8,-40.9,97.82,97.82,96.64,98.8,0.7,4.58,4.58
10/09/2024 00:00,ממשלתית צמודה,1168301,27.1,31,30/11/2051,0.5,192.5,133,-59.5,71.87,71.87,95.59,133,0.7,2.43,2.43
10/09/2024 00:00,ממשלתית בריבית משתנה,1205145,10.1,11,30/11/2034,4.17,504.9,81.2,-423.7,94.68,94.68,76.83,81.2,0.2,4.99,4.99
10/09/2024 00:00,ממשלתית קצרה,1211838,0.9,1,31/08/2025,0,384.8,281,-103.7,96.21,96.21,270.39,281,0.7,4.42,4.42
10/08/2024 00:00,ממשלתית,1194802,4.4,6,28/02/2029,3.75,550,550,0,98.79,98.76,543.35,2612,4.7,4.64,4.65
10/08/2024 00:00,ממשלתית,1202332,10.5,11,30/03/2035,4,550,550,0,94.55,94.52,520.03,3394,6.2,4.94,4.94
10/08/2024 00:00,ממשלתית,1203579,3,4,30/09/2027,3.75,550,550,0,97.82,97.8,538.01,2321,4.2,4.58,4.59
10/08/2024 00:00,ממשלתית צמודה,1168301,27.1,31,30/11/2051,0.5,450,450,0,71.87,71.63,323.42,1526,3.4,2.43,2.45
10/08/2024 00:00,ממשלתית בריבית משתנה,1205145,10.1,11,30/11/2034,4.17,550,550,0,94.68,94.54,520.74,2171,3.9,4.98,5
10/08/2024 00:00,ממשלתית קצרה,1211838,0.9,1,31/08/2025,0,1250,1250,0,96.21,96.18,1202.63,4630,3.7,4.41,4.44
10/01/2024 00:00,ממשלתית,1184076,28.2,31,29/11/2052,2.8,157.5,157.5,0,64.61,64.61,101.76,157.5,1,5.45,5.45
10/01/2024 00:00,ממשלתית,1194802,4.4,6,28/02/2029,3.75,123,100,-23,99.06,99.06,99.06,100,0.8,4.55,4.55
10/01/2024 00:00,ממשלתית צמודה,1197326,4.1,5,31/10/2028,1.1,167.5,167.5,0,102.47,102.47,171.64,167.5,1,1.84,1.84
10/01/2024 00:00,ממשלתית צמודה,1204379,9.1,10,31/10/2033,1.6,165.5,165.5,0,99.87,99.87,165.28,165.5,1,2.16,2.16
10/01/2024 00:00,ממשלתית קצרה,1208016,0.7,1,30/05/2025,0,350.9,275.9,-75,97.23,97.23,268.27,275.9,0.8,4.35,4.35
9/30/2024 12:00:00 AM,ממשלתית,1184076,28.2,31,29/11/2052,2.8,450,450,0,64.61,64.61,290.75,1841,4.1,5.45,5.45
9/30/2024 12:00:00 AM,ממשלתית,1194802,4.4,6,28/02/2029,3.75,500,500,0,99.06,99.03,495.3,2014,4,4.55,4.55
9/30/2024 12:00:00 AM,ממשלתית,1203579,3,4,30/09/2027,3.75,550,550,0,98.15,98.09,539.83,1613,2.9,4.42,4.44
9/30/2024 12:00:00 AM,ממשלתית צמודה,1197326,4.1,5,31/10/2028,1.1,550,550,0,102.47,102.43,563.59,1798,3.3,1.84,1.85
9/30/2024 12:00:00 AM,ממשלתית צמודה,1204379,9.1,10,31/10/2033,1.6,550,550,0,99.87,99.78,549.29,1627,3,2.15,2.17
9/30/2024 12:00:00 AM,ממשלתית קצרה,1208016,0.7,1,30/05/2025,0,1250,1250,0,97.23,97.2,1215.38,3982,3.2,4.33,4.38
9/24/2024 12:00:00 AM,ממשלתית,1125400,17.4,30,31/01/2042,5.5,142,123.5,-18.5,104.36,104.36,128.88,123.5,0.9,5.43,5.43
9/24/2024 12:00:00 AM,ממשלתית,1194802,4.4,6,28/02/2029,3.75,183.8,30,-153.8,98.45,98.45,29.54,30,0.2,4.68,4.68
9/24/2024 12:00:00 AM,ממשלתית,1202332,10.5,11,30/03/2035,4,192,92.8,-99.3,93.34,93.34,86.57,92.8,0.5,5.07,5.07
9/24/2024 12:00:00 AM,ממשלתית,1203579,3,4,30/09/2027,3.75,159.7,100,-59.7,97.79,97.79,97.79,100,0.6,5.41,5.41
9/24/2024 12:00:00 AM,ממשלתית צמודה,1168301,27.2,31,30/11/2051,0.5,185.8,66,-119.8,70.68,70.68,46.65,66,0.4,2.5,2.5
9/24/2024 12:00:00 AM,ממשלתית בריבית משתנה,1205145,10.2,11,30/11/2034,4.17,187,175.8,-11.3,94.35,94.35,165.82,175.8,0.9,5.01,5.01
9/23/2024 12:00:00 AM,ממשלתית,1125400,17.4,30,31/01/2042,5.5,500,500,0,104.36,104.2,521.8,1192,2.4,5.42,5.44
9/23/2024 12:00:00 AM,ממשלתית,1194802,4.4,6,28/02/2029,3.75,550,550,0,98.45,98.45,541.48,1807,3.3,4.68,4.68
9/23/2024 12:00:00 AM,ממשלתית,1202332,10.5,11,30/03/2035,4,550,550,0,93.34,93.31,513.37,2321,4.2,5.07,5.07
9/23/2024 12:00:00 AM,ממשלתית,1203579,3,4,30/09/2027,3.75,550,550,0,97.79,97.79,537.85,2412,4.4,5.43,5.43
9/23/2024 12:00:00 AM,ממשלתית צמודה,1168301,27.2,31,30/11/2051,0.5,550,550,0,70.68,70.38,388.74,1568,2.9,2.5,2.52
9/23/2024 12:00:00 AM,ממשלתית צמודה,1204379,9.1,10,31/10/2033,1.6,550,550,0,98.52,98.52,541.86,3017,5.5,2.31,2.31
9/23/2024 12:00:00 AM,ממשלתית בריבית משתנה,1205145,10.2,11,30/11/2034,4.17,550,550,0,94.35,94.34,518.93,1900,3.5,5,5.01
9/17/2024 12:00:00 AM,ממשלתית,1184076,28.2,31,29/11/2052,2.8,155,128.5,-26.5,64.7,64.7,83.14,128.5,0.8,5.43,5.43
9/17/2024 12:00:00 AM,ממשלתית,1194802,4.4,6,28/02/2029,3.75,147.8,145.1,-2.7,98.95,98.95,143.57,145.1,1,4.53,4.53
9/17/2024 12:00:00 AM,ממשלתית,1202332,10.5,11,30/03/2035,4,135,134.9,-0.1,94.42,94.42,127.42,134.9,1,4.92,4.92
9/17/2024 12:00:00 AM,ממשלתית,1203579,3,4,30/09/2027,3.75,119.7,58.9,-60.8,100.41,100.41,59.1,58.9,0.5,4.43,4.43
9/17/2024 12:00:00 AM,ממשלתית צמודה,1197326,4.1,5,31/10/2028,1.1,183.8,183.3,-0.5,102.38,102.38,187.61,183.3,1,1.84,1.84
9/16/2024 12:00:00 AM,ממשלתית,1184076,28.2,31,29/11/2052,2.8,450,450,0,64.7,64.53,291.15,990,2.2,5.43,5.44
9/16/2024 12:00:00 AM,ממשלתית,1194802,4.4,6,28/02/2029,3.75,500,500,0,98.95,98.95,494.75,2870,5.7,4.53,4.53
9/16/2024 12:00:00 AM,ממשלתית,1202332,10.5,11,30/03/2035,4,500,500,0,94.42,94.4,472.1,2048,4.1,4.92,4.92
9/16/2024 12:00:00 AM,ממשלתית,1203579,3,4,30/09/2027,3.75,500,500,0,100.41,100.38,502.05,3011,6,4.42,4.44
9/16/2024 12:00:00 AM,ממשלתית צמודה,1197326,4.1,5,31/10/2028,1.1,550,550,0,102.38,102.37,563.09,2315,4.2,1.84,1.84
9/16/2024 12:00:00 AM,ממשלתית קצרה,1208016,0.7,1,30/05/2025,0,1250,1250,0,97.08,97.05,1213.5,3800,3,4.31,4.36
09/10/2024 00:00,ממשלתית,1194802,4.5,6,28/02/2029,3.75,192.5,192.5,0,99.09,99.09,190.75,192.5,1,4.48,4.48
09/10/2024 00:00,ממשלתית,1202332,10.6,11,30/03/2035,4,166.9,142.9,-24,94.78,94.78,135.44,142.9,0.9,4.86,4.86
09/10/2024 00:00,ממשלתית,1203579,3.1,4,30/09/2027,3.75,163.4,162.5,-0.9,100.43,100.43,163.21,162.5,1,4.39,4.39
09/10/2024 00:00,ממשלתית בריבית משתנה,1205145,10.2,11,30/11/2034,4.17,190.5,38.5,-152,94.19,94.19,36.26,38.5,0.2,5,5
09/09/2024 00:00,ממשלתית,1194802,4.5,6,28/02/2029,3.75,550,550,0,99.09,99.09,545,2412,4.4,4.47,4.47
09/09/2024 00:00,ממשלתית,1202332,10.6,11,30/03/2035,4,550,550,0,94.78,94.66,521.29,1844,3.4,4.86,4.87
09/09/2024 00:00,ממשלתית,1203579,3.1,4,30/09/2027,3.75,550,550,0,100.43,100.42,552.37,3389,6.2,4.39,4.39
09/09/2024 00:00,ממשלתית צמודה,1168301,27.2,31,30/11/2051,0.5,550,550,0,73.67,73.25,405.19,1162,2.1,2.29,2.31
09/09/2024 00:00,ממשלתית צמודה,1204379,9.1,10,31/10/2033,1.6,550,550,0,99.4,99.25,546.7,1710,3.1,2.09,2.1
09/09/2024 00:00,ממשלתית בריבית משתנה,1205145,10.2,11,30/11/2034,4.17,550,550,0,94.19,94.15,518.05,1934,3.5,5,5.01
09/03/2024 00:00,ממשלתית,1203579,3.1,4,30/09/2027,3.75,158.4,42,-116.4,100.26,100.26,42.11,42,0.3,4.42,4.42
09/03/2024 00:00,ממשלתית צמודה,1197326,4.2,5,31/10/2028,1.1,182,115,-67,101.78,101.78,117.05,115,0.6,1.74,1.74
09/02/2024 00:00,ממשלתית,1125400,17.4,30,31/01/2042,5.5,550,550,0,107.31,107.16,590.21,2043.5,3.7,5.14,5.15
09/02/2024 00:00,ממשלתית,1194802,4.5,6,28/02/2029,3.75,550,550,0,98.83,98.83,543.57,3198.5,5.8,4.52,4.52
09/02/2024 00:00,ממשלתית,1202332,10.6,11,30/03/2035,4,550,550,0,94.43,94.35,519.37,2994.3,5.4,4.89,4.9
09/02/2024 00:00,ממשלתית,1203579,3.1,4,30/09/2027,3.75,550,550,0,100.26,100.23,551.43,2916.3,5.3,4.42,4.43
09/02/2024 00:00,ממשלתית צמודה,1197326,4.2,5,31/10/2028,1.1,550,550,0,101.78,101.7,559.79,2089.9,3.8,1.74,1.75
09/02/2024 00:00,ממשלתית בריבית משתנה,1205145,10.2,11,30/11/2034,4.17,550,550,0,94.1,94.07,517.55,2008,3.7,5.16,5.17
08/12/2024 00:00,ממשלתית,1125400,17.5,30,31/01/2042,5.5,450,450,0,109.22,108.9,491.49,955,2.1,4.95,4.98
08/12/2024 00:00,ממשלתית,1194802,4.5,6,28/02/2029,3.75,550,550,0,99.27,99.11,545.99,1381,2.5,4.34,4.38
08/12/2024 00:00,ממשלתית,1202332,10.6,11,30/03/2035,4,500,500,0,95.75,95.5,478.75,1367,2.7,4.69,4.72
08/12/2024 00:00,ממשלתית,1203579,3.1,4,30/09/2027,3.75,550,550,0,100.65,100.5,553.58,1393,2.5,4.2,4.25
08/12/2024 00:00,ממשלתית צמודה,1168301,27.3,31,30/11/2051,0.5,250,250,0,75.17,75,187.93,1141,4.6,2.17,2.18
08/12/2024 00:00,ממשלתית צמודה,1197326,4.2,5,31/10/2028,1.1,500,500,0,101.44,101.33,507.2,1523,3,1.66,1.69
